Код;Наименование;Иерархия;Артикул;Количество;Цена;Бренд;ИмяФайлаИзображения;Новинка;HAPPY_МОЛЛОстаток;ГлобусОстаток;ЛазурныйОстаток;ОранжевыйОстаток;ПассажОстаток;ТауОстаток;ЗаказОстаток;10 летняя батарея;Bluetooth;Барометр\альтиметр;Браслет;Будильник;Включение,отключение звука кнопок;Водозащита;Грязеустойчивость;Дополнительно;Индикатор приливов и отливов;Индикатор уровня заряда аккумулятора;Компас;Материал корпуса;Мелодия;Мировое время;Отображение данных о Луне;Пол;Прием радиосигнала точного времени;Размер корпуса;Резерв хода;Сверх яркая подсветка;Связь со смартфоном;Скидка;Солнечная батарея;Стекло;Страна бренда;Страна производитель;Таймер;Таймер рыбалки;Термометр;Тип механизма;Ударопрочность;Устойчивость к воздействию магнитного поля;Форма корпуса;Функция поиска телефона;Функция секундомера;Хит продаж;Ход стрелки;Хронограф;Циферблат;Шагомер;ЦенаСоСкидкой;
Ц0000002712;MTP-E301L-1B Casio;ЧАСЫ/Наручные/Casio (Япония);MTP-E301L-1B;1;7890;Casio (Япония);MTP-E301L-1B.jpg;0;0;1;0;0;0;0;0;;;;Кожаный ремешок;;;WR 50m;;;;;;Нержавеющая сталь ;;;;Мужские;;Стандартный;;;;;;Минеральное;Япония;;;;;Кварцевый;;;Круг;;;;;;Стрелочный;;7890;
Ц0000002713;MTP-E301L-7B Casio;ЧАСЫ/Наручные/Casio (Япония);MTP-E301L-7B;1;7890;Casio (Япония);MTP-E301L-7B.jpg;0;0;0;0;0;1;0;0;;;;Кожаный ремешок;;;WR 50m;;;;;;Нержавеющая сталь ;;;;Мужские;;Стандартный;;;;;;Минеральное;Япония;;;;;Кварцевый;;;Круг;;;;;;Стрелочный;;7890;
Ц0000019037;MTP-E303B-1A Casio;ЧАСЫ/Наручные/Casio (Япония);MTP-E303B-1A;1;12990;Casio (Япония);MTP-E303B-1A.jpg;0;1;0;0;0;0;0;0;;;;Стальной с IP покрытием;;;WR 50m;;;;;;Сталь с IP покрытием;;;;Мужские;;47;;;;;;Минеральное;Япония;;есть;;;Кварцевый;;;Круг;;есть;;;;Стрелочный;;12990;
Ц0000019044;MTP-E303BL-1A2 Casio;ЧАСЫ/Наручные/Casio (Япония);MTP-E303BL-1A2;0;10990;Casio (Япония);MTP-E303BL-1A2.jpg;0;0;0;0;0;0;0;0;;;;Кожаный ремешок;;;WR 50m;;;;;;Сталь с IP покрытием;;;;Мужские;;47;;;;;;Минеральное;Япония;;;;;Кварцевый;;;Круг;;есть;;;;Стрелочный;;10990;
Ц0000005301;MTP-E303L-1A Casio;ЧАСЫ/Наручные/Casio (Япония);MTP-E303L-1A;1;9890;Casio (Япония);d8c0c91afe62df09f4fae9be0ca6a916.jpg;0;0;0;1;0;0;0;0;;;;Кожаный ремешок;;;WR 50m;;;;;;Нержавеющая сталь ;;;;Мужские;;Стандартный;;;;;;Минеральное;Япония;;;;;Кварцевый;;;Круг;;;;;;Стрелочный;;9890;
Ц0000006456;MTP-E303SG-1A Casio;ЧАСЫ/Наручные/Casio (Япония);MTP-E303SG-1A;0;12590;Casio (Япония);MTP-E303SG-1A.jpg;0;0;0;0;0;0;0;0;;;;Стальной с частичным PVD покрытием;;;WR 50m;;;;;;Сталь с частичным PVD покрытием;;;;Мужские;;Стандартный;;;;;;Минеральное;Япония;;;;;Кварцевый;;;Круг;;;;;;Стрелочный;;12590;
Ц0000006457;MTP-E303SG-9A Casio;ЧАСЫ/Наручные/Casio (Япония);MTP-E303SG-9A;1;12590;Casio (Япония);MTP-E303SG-9A.jpg;0;0;1;0;0;0;0;0;;;;Стальной с частичным PVD покрытием;;;WR 50m;;;;;;Сталь с частичным PVD покрытием;;;;Мужские;;Стандартный;;;;;;Минеральное;Япония;;;;;Кварцевый;;;Круг;;;;;;Стрелочный;;12590;
Ц0000005586;MTP-E305D-7A Casio;ЧАСЫ/Наручные/Casio (Япония);MTP-E305D-7A;1;9890;Casio (Япония);MTP-E305D-7A.jpg;0;0;0;1;0;0;0;0;;;;Стальной;;;WR 50m;;;;;;Нержавеющая сталь ;;;;Мужские;;Стандартный;;;;;;Минеральное;Япония;;;;;Кварцевый;;;Круг;;;;;;Стрелочный;;9890;
Ц0000005587;MTP-E305L-5A Casio;ЧАСЫ/Наручные/Casio (Япония);MTP-E305L-5A;2;9550;Casio (Япония);MTP-E305L-5A.jpg;0;0;1;0;0;1;0;0;;;;Кожаный ремешок;;;WR 50m;;;;;;Нержавеющая сталь ;;;;Мужские;;Стандартный;;;;;;Минеральное;Япония;;;;;Кварцевый;;;Круг;;;;;;Стрелочный;;9550;
Ц0000005588;MTP-E305L-7A Casio;ЧАСЫ/Наручные/Casio (Япония);MTP-E305L-7A;1;9550;Casio (Япония);MTP-E305L-7A.jpg;0;1;0;0;0;0;0;0;;;;Кожаный ремешок;;;WR 50m;;;;;;Нержавеющая сталь ;;;;Мужские;;Стандартный;;;;;;Минеральное;Япония;;;;;Кварцевый;;;Круг;;;;;;Стрелочный;;9550;
Ц0000009768;MTP-E305L-7A2 Casio;ЧАСЫ/Наручные/Casio (Япония);MTP-E305L-7A2;2;9550;Casio (Япония);MTP-E305L-7A2.jpg;0;0;1;1;0;0;0;0;;;;Кожаный ремешок;;;WR 50m;;;;;;Нержавеющая сталь ;;;;Мужские;;Стандартный;;;;;;Минеральное;Япония;;;;;Кварцевый;;;Круг;;;;;;Стрелочный;;9550;
Ц0000008885;MTP-E305RG-7A Casio;ЧАСЫ/Наручные/Casio (Япония);MTP-E305RG-7A;1;9950;Casio (Япония);MTP-E305RG-7A.jpg;0;0;1;0;0;0;0;0;;;;Стальной с частичным PVD покрытием;;;WR 50m;;;;;;Нержавеющая сталь ;;;;Мужские;;Стандартный;;;;;;Минеральное;Япония;;;;;Кварцевый;;;Круг;;;;;;Стрелочный;;9950;
Ц0000008056;MTP-E306L-1A Casio;ЧАСЫ/Наручные/Casio (Япония);MTP-E306L-1A;1;9550;Casio (Япония);MTP-E306L-1A Casio наручные.jpg;0;0;0;0;0;1;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9550;
Ц0000009618;MTP-E312D-7B Casio;ЧАСЫ/Наручные/Casio (Япония);MTP-E312D-7B;1;7190;Casio (Япония);MTP-E312D-7B.jpg;0;0;0;1;0;0;0;0;;;;Стальной;;;WR 50m;;;;;;Нержавеющая сталь ;;;;Мужские;;Стандартный;;;;;;Минеральное;Япония;;;;;Кварцевый;;;Круг;;;;;;Стрелочный;;7190;
Ц0000009620;MTP-E313D-2B2 Casio;ЧАСЫ/Наручные/Casio (Япония);MTP-E313D-2B2;1;7990;Casio (Япония);MTP-E313D-2B2.jpg;0;0;0;0;0;0;1;0;;;;Стальной;;;WR 50m;;;;;;Нержавеющая сталь ;;;;Мужские;;Стандартный;;;;;;Минеральное;Япония;;;;;Кварцевый;;;Круг;;;;;;Стрелочный;;7990;
Ц0000009621;MTP-E313L-2B2 Casio;ЧАСЫ/Наручные/Casio (Япония);MTP-E313L-2B2;2;7990;Casio (Япония);MTP-E313L-2B2.jpg;0;0;0;1;0;0;1;0;;;;Кожаный ремешок;;;WR 50m;;;;;;Нержавеющая сталь ;;;;Мужские;;Стандартный;;;;;;Минеральное;Япония;;;;;Кварцевый;;;Круг;;;;;;Стрелочный;;7990;
Ц0000010950;MTP-E315RG-2A Casio;ЧАСЫ/Наручные/Casio (Япония);MTP-E315RG-2A;1;11390;Casio (Япония);MTP-E315RG-2A.jpg;0;0;0;1;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11390;
Ц0000013550;MTP-E316D-1A Casio;ЧАСЫ/Наручные/Casio (Япония);MTP-E316D-1A;1;9350;Casio (Япония);MTP-E316D-1A.jpg;0;1;0;0;0;0;0;0;;;;Стальной;;;WR 50m;;;;;;Нержавеющая сталь ;;;;Мужские;;Стандартный;;;;;;Минеральное;Япония;;;;;Кварцевый;;;Круг;;;;;;Стрелочный;;9350;
Ц0000011698;MTP-E316L-2A Casio;ЧАСЫ/Наручные/Casio (Япония);MTP-E316L-2A;1;9350;Casio (Япония);MTP-E316L-2A.jpg;0;1;0;0;0;0;0;0;;;;Кожаный ремешок;;;WR 50m;;;;;;Нержавеющая сталь ;;;;Мужские;;Стандартный;;;;;;Минеральное;Япония;;;;;Кварцевый;;;Круг;;;;;;Стрелочный;;9350;
Ц0000012936;MTP-E316L-2A2 Casio;ЧАСЫ/Наручные/Casio (Япония);MTP-E316L-2A2;1;9350;Casio (Япония);MTP-E316L-2A2.jpg;0;1;0;0;0;0;0;0;;;;Кожаный ремешок;;;WR 50m;;;;;;Нержавеющая сталь ;;;;Мужские;;Стандартный;;;;;;Минеральное;Япония;;;;;Кварцевый;;;Круг;;;;;;Стрелочный;;9350;
Ц0000014058;MTP-E317L-1A Casio;ЧАСЫ/Наручные/Casio (Япония);MTP-E317L-1A;1;8490;Casio (Япония);MTP-E317L-1A .jpg;0;1;0;0;0;0;0;0;;;;Кожаный ремешок;;;WR 50m;;;;;;Нержавеющая сталь ;;;;Мужские;;Стандартный;;;;;;Минеральное;Япония;;;;;Кварцевый;;;Круг;;;;;;Стрелочный;;8490;
Ц0000020026;MTP-E319L-1B Casio;ЧАСЫ/Наручные/Casio (Япония);MTP-E319L-1B;1;8250;Casio (Япония);MTP-E319L-1B.jpg;0;0;0;1;0;0;0;0;;;;Кожаный ремешок;;;WR 50m;;;;;;Нержавеющая сталь ;;;;Мужские;;42;;;;;;Минеральное;Япония;;;;;Кварцевый;;;Круг;;;;;;Стрелочный;;8250;
Ц0000013693;MTP-E319RG-1B Casio;ЧАСЫ/Наручные/Casio (Япония);MTP-E319RG-1B;1;11390;Casio (Япония);MTP-E319RG-1.jpg;0;1;0;0;0;0;0;0;;;;Стальной;;;WR 50m;;;;;;Сталь с частичным IP покрытием;;;;Мужские;;Стандартный;;;;;;Минеральное;Япония;;;;;Кварцевый;;;Круг;;;;;;Стрелочный;;11390;
Ц0000019840;MTP-E321D-1A Casio;ЧАСЫ/Наручные/Casio (Япония);MTP-E321D-1A;3;9990;Casio (Япония);MTP-E321D-1A.jpg;0;1;1;0;0;1;0;0;;;;Стальной;;;WR 50m;;;;;;Нержавеющая сталь ;;;;Мужские;;45;;;;;;Минеральное;Япония;Япония;;;;Кварцевый;;;Круг;;;;;;Стрелочный;;9990;
Ц0000018851;MTP-E321L-1A Casio;ЧАСЫ/Наручные/Casio (Япония);MTP-E321L-1A;5;9350;Casio (Япония);MTP-E321L-1A .jpg;0;1;1;1;0;1;1;0;;;;Кожаный ремешок;;;WR 50m;;;;;;Нержавеющая сталь ;;;;Мужские;;50;;;;;;Минеральное;Япония;;;;;Кварцевый;;;Круг;;;;;;Стрелочный;;9350;
Ц0000021255;MTP-E321M-2A Casio;ЧАСЫ/Наручные/Casio (Япония);MTP-E321M-2A;3;9990;Casio (Япония);MTP-E321M-2A.jpg;0;1;1;0;0;1;0;0;;;;Стальной;;;WR 50m;;;;;;Нержавеющая сталь ;;;;Мужские;;50;;;;;;Минеральное;Япония;;;;;Кварцевый;;;Круг;;;;;;Стрелочный;;9990;
Ц0000021256;MTP-E321RL-5A Casio;ЧАСЫ/Наручные/Casio (Япония);MTP-E321RL-5A;2;10350;Casio (Япония);MTP-E321RL-5A .jpg;0;0;0;1;0;0;1;0;;;;Кожаный ремешок;;;WR 50m;;;;;;Нержавеющая сталь ;;;;Мужские;;50;;;;;;Минеральное;Япония;;;;;Кварцевый;;;Круг;;;;;;Стрелочный;;10350;
Ц0000020328;MTP-E330D-2A Casio;ЧАСЫ/Наручные/Casio (Япония);MTP-E330D-2A;1;10990;Casio (Япония);MTP-E330D-2A .jpg;0;0;0;1;0;0;0;0;;;;Стальной;;;WR 50m;;;;;;Нержавеющая сталь ;;;;Мужские;;42;;;;;;Минеральное;Япония;;;;;Кварцевый;;;Круг;;;;;;Стрелочный;;10990;
Ц0000021265;MTP-E350B-1B Casio;ЧАСЫ/Наручные/Casio (Япония);MTP-E350B-1B;2;10990;Casio (Япония);MTP-E350B-1B.jpg;0;0;0;1;0;0;1;0;;;;Стальной;;;WR 50m;;;;;;Нержавеющая сталь ;;;;Мужские;;46;;;;;;Минеральное;Япония;;;;;Кварцевый;;;Круг;;;;;;Стрелочный;;10990;
Ц0000021266;MTP-E350BL-1B Casio;ЧАСЫ/Наручные/Casio (Япония);MTP-E350BL-1B;2;9990;Casio (Япония);MTP-E350BL-1B.jpg;0;1;0;0;0;1;0;0;;;;Кожаный ремешок;;;WR 50m;;;;;;Нержавеющая сталь ;;;;Мужские;;46;;;;;;Минеральное;Япония;;;;;Кварцевый;;;Круг;;;;;;Стрелочный;;9990;
Ц0000018852;MTP-E501D-1A Casio;ЧАСЫ/Наручные/Casio (Япония);MTP-E501D-1A;3;10750;Casio (Япония);MTP-E501D-1A .jpg;0;0;0;1;0;1;1;0;;;;Стальной;;;WR 50m;;;;;;Нержавеющая сталь ;;;;Мужские;;44;;;;;;Минеральное;Япония;;;;;Кварцевый;;;Круг;;;;;есть;Стрелочный;;10750;
Ц0000019841;MTP-E505-1A Casio;ЧАСЫ/Наручные/Casio (Япония);MTP-E505-1A;2;10850;Casio (Япония);MTP-E505-1A.jpg;0;1;0;0;0;0;1;0;;;;Стальной;;;WR 50m;;;;;;Нержавеющая сталь ;;;;Мужские;;46;;;;;;Минеральное;Япония;Япония;;;;Кварцевый;;;Круг;;;;;;Стрелочный;;10850;
Ц0000021060;MTP-E505D-1A Casio;ЧАСЫ/Наручные/Casio (Япония);MTP-E505D-1A;1;11490;Casio (Япония);MTP-E505D-1A Casio.jpg;0;0;0;1;0;0;0;0;;;;Стальной;;;WR 30m;;;;;;Нержавеющая сталь ;;;;Мужские;;47;;;;;;Минеральное;Япония;Япония;;;;Кварцевый;;;Круг;;есть;;;;Стрелочный;;11490;
Ц0000021956;MTP-E600B-1B Casio;ЧАСЫ/Наручные/Casio (Япония);MTP-E600B-1B;3;7990;Casio (Япония);;1;1;0;1;0;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7990;
Ц0000021957;MTP-E600B-2B Casio;ЧАСЫ/Наручные/Casio (Япония);MTP-E600B-2B;3;7990;Casio (Япония);;1;0;1;0;1;1;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7990;
Ц0000021958;MTP-E600D-1B Casio;ЧАСЫ/Наручные/Casio (Япония);MTP-E600D-1B;2;5990;Casio (Япония);;1;0;1;0;0;1;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5990;
Ц0000021959;MTP-E600D-2B Casio;ЧАСЫ/Наручные/Casio (Япония);MTP-E600D-2B;2;5990;Casio (Япония);;1;0;0;1;0;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5990;
Ц0000021960;MTP-E600M-9B Casio;ЧАСЫ/Наручные/Casio (Япония);MTP-E600M-9B;2;5990;Casio (Япония);;1;1;0;0;0;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5990;
Ц0000021871;MTP-E605D-1E Casio;ЧАСЫ/Наручные/Casio (Япония);MTP-E605D-1E;1;8290;Casio (Япония);MTP-E605D-1E.jpg;1;0;0;1;0;0;0;0;;;;Стальной;;;WR 50m;;;;;;Нержавеющая сталь ;;;;Мужские;;42;;;;;;Минеральное;Япония;Гонконг;;;;Кварцевый;;;Круг;;есть;;;;Стрелочный;;8290;
Ц0000021864;MTP-E605D-2E Casio;ЧАСЫ/Наручные/Casio (Япония);MTP-E605D-2E;1;8290;Casio (Япония);MTP-E605D-2E.jpg;1;0;0;1;0;0;0;0;;;;Стальной;;;WR 50m;;;;;;Нержавеющая сталь ;;;;Мужские;;42;;;;;;Минеральное;Япония;Гонконг;;;;Кварцевый;;;Круг;;есть;;;;Стрелочный;;8290;
Ц0000021918;MTP-E605D-7E Casio;ЧАСЫ/Наручные/Casio (Япония);MTP-E605D-7E;2;8290;Casio (Япония);MTP-E605D-7E.jpg;1;0;0;0;0;1;1;0;;;;Стальной;;;WR 50m;;;;;;Нержавеющая сталь ;;;;Мужские;;42;;;;;;Минеральное;Япония;;;;;Кварцевый;;;Круг;;;;;;;;8290;
Ц0000021952;MTP-E605L-1E Casio;ЧАСЫ/Наручные/Casio (Япония);MTP-E605L-1E;1;7990;Casio (Япония);;1;0;0;1;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7990;
Ц0000021267;MTP-E700B-1E Casio;ЧАСЫ/Наручные/Casio (Япония);MTP-E700B-1E;2;9990;Casio (Япония);MTP-E700B-1E.jpg;0;0;0;1;0;0;1;0;;;;Стальной;;;WR 50m;;;;;;Нержавеющая сталь ;;;;Мужские;;45;;;;;;Минеральное;Япония;;;;;Кварцевый;;;Круг;;;;;;Стрелочный;;9990;
Ц0000021865;MTP-E700D-1E Casio;ЧАСЫ/Наручные/Casio (Япония);MTP-E700D-1E;1;7490;Casio (Япония);MTP-E700D-1E.jpg;1;0;0;1;0;0;0;0;;;;Стальной;;;WR 50m;;;;;;Нержавеющая сталь ;;;;Мужские;;40;;;;;;Минеральное;Япония;Гонконг;;;;Кварцевый;;;Круг;;есть;;;;Стрелочный;;7490;
Ц0000021268;MTP-E700L-1E Casio;ЧАСЫ/Наручные/Casio (Япония);MTP-E700L-1E;2;7890;Casio (Япония);MTP-E700L-1E.jpg;0;0;1;0;0;1;0;0;;;;Кожаный ремешок;;;WR 50m;;;;;;Нержавеющая сталь ;;;;Мужские;;42;;;;;;Минеральное;Япония;;;;;Кварцевый;;;Круг;;;;;;Стрелочный;;7890;
Ц0000021269;MTP-E710MB-1A Casio;ЧАСЫ/Наручные/Casio (Япония);MTP-E710MB-1A;2;9990;Casio (Япония);MTP-E710MB-1A .jpg;0;1;0;1;0;0;0;0;;;;Стальной;;;WR 50m;;;;;;Нержавеющая сталь ;;;;Мужские;;47;;;;;;Минеральное;Япония;;;;;Кварцевый;;;Круг;;;;;;Стрелочный;;9990;
Ц0000021753;MTP-E710MB-2A Casio;ЧАСЫ/Наручные/Casio (Япония);MTP-E710MB-2A;1;9990;Casio (Япония);MTP-E710MB-2A.jpg;1;0;0;0;0;0;1;0;;;;Стальной с PVD покрытием;;;WR 50m;;;;;;Сталь с PVD покрытием;;;;Мужские;;40;;;;;;Минеральное;Япония;Япония;;;;Кварцевый;;;Круг;;есть;;;;Стрелочный;;9990;
Ц0000021754;MTP-E710MB-3A Casio;ЧАСЫ/Наручные/Casio (Япония);MTP-E710MB-3A;1;9990;Casio (Япония);MTP-E710MB-3A.jpg;1;0;0;0;0;1;0;0;;;;Стальной с PVD покрытием;;;WR 50m;;;;;;Сталь с PVD покрытием;;;;Мужские;;40;;;;;;Минеральное;Япония;Япония;;;;Кварцевый;;;Круг;;есть;;;;Стрелочный;;9990;
Ц0000021961;MTP-E715D-1A Casio;ЧАСЫ/Наручные/Casio (Япония);MTP-E715D-1A;1;12590;Casio (Япония);;1;1;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12590;
Ц0000021962;MTP-E715L-1A Casio;ЧАСЫ/Наручные/Casio (Япония);MTP-E715L-1A;1;11690;Casio (Япония);;1;0;0;0;0;1;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11690;
Ц0000014325;MTP-EX300D-2A Casio;ЧАСЫ/Наручные/Casio (Япония);MTP-EX300D-2A;1;12890;Casio (Япония);MTP-EX300D-2A.jpg;0;1;0;0;0;0;0;0;;;;Стальной;;;WR 50m;;;;;;Нержавеющая сталь ;;;;Мужские;;Стандартный;;;;;;Минеральное;Япония;;;;;Кварцевый;;;Круг;;;;;;Стрелочный;;12890;
Ц0000011108;MTP-SW300L-7A Casio;ЧАСЫ/Наручные/Casio (Япония);MTP-SW300L-7A;1;8150;Casio (Япония);MTP-SW300L-7A.jpg;0;0;1;0;0;0;0;0;;;;Кожаный ремешок;;;WR 50m;;;;;;Нержавеющая сталь ;;;;Мужские;;Стандартный;;;;;;Минеральное;Япония;;;;;Кварцевый;;;Круг;;;;;;Стрелочный;;8150;
Ц0000016029;MTP-SW320D-1A Casio;ЧАСЫ/Наручные/Casio (Япония);MTP-SW320D-1A;2;11490;Casio (Япония);MTP-SW320D-1A.jpg;0;0;0;1;0;0;1;0;;;;Стальной;;;WR 50m;;;;;;Нержавеющая сталь ;;;;Мужские;;Большой;;;;;;Минеральное;Япония;;;;;Кварцевый;;;Круг;;;;;;Стрелочный;;11490;
Ц0000010951;MTP-SW320L-1A Casio;ЧАСЫ/Наручные/Casio (Япония);MTP-SW320L-1A;1;10690;Casio (Япония);MTP-SW320L-1A.jpg;0;1;0;0;0;0;0;0;;;;Кожаный ремешок;;;WR 50m;;;;;;Нержавеющая сталь ;;;;Мужские;;Стандартный;;;;;;Минеральное;Япония;;;;;Кварцевый;;;Круг;;;;;;Стрелочный;;10690;
Ц0000020027;MTP-SW340D-7A Casio;ЧАСЫ/Наручные/Casio (Япония);MTP-SW340D-7A;1;8250;Casio (Япония);MTP-SW340D-7A.jpg;0;0;0;0;0;0;1;0;;;;Стальной;;;WR 50m;;;;;;Нержавеющая сталь ;;;;Мужские;;50;;;;;;Минеральное;Япония;;;;;Кварцевый;;;Круг;;;;;;Стрелочный;;8250;
Ц0000003760;MTP-V001D-1B Casio;ЧАСЫ/Наручные/Casio (Япония);MTP-V001D-1B;8;2890;Casio (Япония);pr_01_41622_max.jpg;0;2;1;2;0;1;2;0;;;;Стальной;;;WR 30m;;;;;;Нержавеющая сталь ;;;;Мужские;;Стандартный;;;;;;Минеральное;Япония;;;;;Кварцевый;;;Круг;;;;;;Стрелочный;;2890;
Ц0000003761;MTP-V001D-7B Casio;ЧАСЫ/Наручные/Casio (Япония);MTP-V001D-7B;7;2890;Casio (Япония);MTP-V001D-7B.jpg;0;2;1;1;0;1;2;0;;;;Стальной;;;WR 30m;;;;;;Нержавеющая сталь ;;;;Мужские;;Стандартный;;;;;;Минеральное;Япония;;;;;Кварцевый;;;Круг;;;;;;Стрелочный;;2890;
Ц0000004441;MTP-V001G-9B Casio;ЧАСЫ/Наручные/Casio (Япония);MTP-V001G-9B;5;3990;Casio (Япония);MTP-V001G-9B.jpg;0;1;1;1;0;1;1;0;;;;Стальной с IP покрытием;;;WR 30m;;;;;;Сталь с IP покрытием;;;;Мужские;;Стандартный;;;;;;Минеральное;Япония;;;;;Кварцевый;;;Круг;;;;;;Стрелочный;;3990;
